La fuga                             (2001, Crime, Drama, Thriller        Eduardo Mignogna              Miguel Ángel Solá, Ricardo ...]
Romolo e Remo                       (1961, Action, Adventure, Drama      Sergio Corbucci               Steve Reeves, Gordon Scott,...]
Insane                              (2016, Horror                        Massimiliano Cerchi           Greg Maness, Terry G. Reed,...]
Sirdys                              (2018, Drama, Romance                Justinas Krisiunas            Andrius Alesiunas, Mantas B...]
The Singing Nun                     (1966, Biography, Drama, Family      Henry Koster                  Debbie Reynolds, Ricardo Mo...]
All My Sons                         (1948, Drama, Film-Noir              Irving Reis                   Edward G. Robinson, Burt La...]
I Ought to Be in Pictures           (1982, Comedy, Drama                 Herbert Ross                  Walter Matthau, Ann-Margret...]
Moulin Rouge!                       (2001, Drama, Musical, Romance       Baz Luhrmann                  Nicole Kidman, Ewan McGrego...]
Felicia's Journey                   (1999, Drama, Thriller               Atom Egoyan                   Bob Hoskins, Arsinée Khanji...]
Immagini di un convento             (1979, Drama                         Joe D'Amato                   Paola Senatore, Marina Hedm...]
Die Parallelstrasse                 (1962, Drama                         Ferdinand Khittl              Friedrich Joloff, Ernst Mar...]
Happy Hunting                       (2017, Horror, Western               Joe Dietsch, Louie Gibson     Martin Dingle Wall, Ken Lal...]
Another Day of Life                 (2018, Animation, Biography          Raúl de la Fuente, Damian N...Miroslaw Haniszewski, Vergi...]
Toutes les nuits                    (2001, Drama                         Eugène Green                  Alexis Loret, Adrien Michau...]
The Jogger                          (2013, Thriller                      Jeff Robison, Casey Twenter   Derek Phillips, Jason Wiles...]
144                                 (2015, Comedy                        G. Manikandan                 Sonu Gowda, Uday Mahesh, Mu...]
La memoria del muerto               (2011, Comedy, Horror                Valentín Javier Diment        Horacio Acosta, Raquel Albé...]
Third Finger, Left Hand             (1940, Comedy                        Robert Z. Leonard             Myrna Loy, Melvyn Douglas, ...]
Love Julinsee                       (2011, Romance                       Chainarong Tampong            Natcha Juntapan, Jirayu La-...]
Jian wang cun                       (2017, Comedy                        Yu-Hsun Chen                  Qi Shu, Qianyuan Wang, Hsia...]
Shatru Gate                         (2018, Comedy, Drama                 Pradeep Bhattarai             Hari Bansha Acharya, Basund...]
The God Inside My Ear               (2017, Comedy, Drama, Horror         Joe Badon                     Linnea Gregg, Collin Galyea...]
Sex Lives of the Potato Men         (2004, Comedy                        Andy Humphries                Johnny Vegas, Mackenzie Cro...]
Lucía y el sexo                     (2001, Drama, Romance                Julio Medem                   Paz Vega, Tristán Ulloa, Na...]
100 Rifles                          (1969, Adventure, Romance, War       Tom Gries                     Jim Brown, Raquel Welch, Bu...]
Hi De Ho                            (1947, Musical                       Josh Binney                   Cab Calloway, Ida James, Je...]
Nasha                               (2013, Drama, Thriller               Amit Saxena                   Poonam Pandey, Shivam Patil...]
'C'-Man                             (1949, Crime, Drama, Film-Noir       Joseph Lerner                 Dean Jagger, John Carradine...]
Devil Doll                          (1964, Horror                        Lindsay Shonteff              Bryant Haliday, William Syl...]
Partes usadas                       (2007, Drama                         Aarón Fernández Lesur         Emery Eduardo Granados, Ala...]
Steget efter                        (2005, Crime, Mystery, Thriller      Birger Larsen                 Rolf Lassgård, Marie Richar...]
En kille och en tjej                (1975, Comedy                        Lasse Hallström               Brasse Brännström, Mariann ...]
Marihuana Stop!                     (1971, Comedy, Musical               Giannis Dalianidis            Zoi Laskari, Giorgos Pantza...]
Hochmat HaBeygale                   (2002, Comedy                        Ilan Heitner                  Benny Avni, Nir Levy, Guy L...]
Anatomy of a Murder                 (1959, Crime, Drama, Mystery         Otto Preminger                James Stewart, Lee Remick, ...]
Bro's Before Ho's                   (2013, Comedy                        Steffen Haars, Flip Van der...Sylvia Hoeks, Huub Smit, Ra...]
War Room                            (2015, Drama                         Alex Kendrick                 Karen Abercrombie, Priscill...]
The Strange Case of Wilhelm Reich   (2012, Biography, Drama              Antonin Svoboda               Klaus Maria Brandauer, Juli...]
Dil Diyan Gallan                    (2019, Drama, Romance                Uday Pratap Singh             Wamiqa Gabbi, Chandan Gill,...]
Lady in the Box                     (2001, Mystery                       Christian Otjen               Darren E. Burrows, Robert K...]
Song of Arizona                     (1946, Action, Music, Western        Frank McDonald                Roy Rogers, Trigger, George...]
The Fountainhead                    (1949, Drama, Romance                King Vidor                    Gary Cooper, Patricia Neal,...]
Kissing Cousins                     (2008, Comedy                        Amyn Kaderali                 Rebecca Hazlewood, Samrat C...]
Huelepega: Ley de la calle          (1999, Drama                         Elia K. Schneider             José Gregorio Rivas, Alfred...]
Cipolla Colt                        (1975, Comedy, Western               Enzo G. Castellari            Franco Nero, Sterling Hayde...]
Lip Service                         (2013, Drama, Romance                Carlos Portugal               Christian Serratos, Rachele...]
Space Truckers                      (1996, Adventure, Comedy, Sci-Fi     Stuart Gordon                 Tim Loane, Ian Beattie, Olw...]
Here We Go Round the Mulberry Bush  (1968, Comedy                        Clive Donner                  Barry Evans, Judy Geeson, A...]
Scorchers                           (1991, Comedy, Drama                 David Beaird                  Faye Dunaway, Denholm Ellio...]
River Runs Red                      (2018, Thriller                      Wes Miller                    Taye Diggs, John Cusack, Ge...]
Francis Joins the WACS              (1954, Comedy, Fantasy               Arthur Lubin                  Donald O'Connor, Julie Adam...]
Hitler Meets Christ                 (2007, Drama, Fantasy                Brendan Keown                 Michael Moriarty, Wyatt Page  ]
Blood on the Moon                   (1948, Action, Drama, Romance        Robert Wise                   Robert Mitchum, Barbara Bel...]
Bodom                               (2016, Horror, Mystery, Thriller     Taneli Mustonen               Nelly Hirst-Gee, Mimosa Wil...]
Tochka                              (2006, Drama                         Yuriy Moroz                   Darya Moroz, Viktoriya Isak...]
Fools Rush In                       (1997, Comedy, Drama, Romance        Andy Tennant                  Matthew Perry, Salma Hayek,...]
Shark Lake                          (2015, Action, Adventure, Crime      Jerry Dugan                   Dolph Lundgren, Sara Malaku...]
Keeping Up with the Steins          (2006, Comedy                        Scott Marshall                Daryl Sabara, Jami Gertz, J...]
Le parfum de la dame en noir        (2005, Comedy, Crime                 Bruno Podalydès               Denis Podalydès, Sabine Azé...]
Innocent                            (2017, Comedy                        Marc-André Lavoie             Dorothée Berryman, Bobby Be...]
Peccati di gioventù                 (1975, Drama, Mystery, Thriller      Silvio Amadio                 Gloria Guida, Dagmar Lassan...]
Gözetleme Kulesi                    (2012, Drama                         Pelin Esmer                   Olgun Simsek, Nilay Erdönme...]
Thithi                              (2015, Drama                         Raam Reddy                    Thammegowda S., Channegowda...]
Flying Virus                        (2001, Action, Horror, Sci-Fi        Jeff Hare                     Gabrielle Anwar, Rutger Hau...]
Beyond Desire                       (1995, Action, Thriller              Dominique Othenin-Girard      William Forsythe, Kari Wuhr...]
Hung dang kui                       (1996, Action, Comedy, Crime         Hin Sing 'Billy' Tang         Chingmy Yau, Michael Tao, Q...]
The Postman Always Rings Twice      (1981, Crime, Drama, Romance         Bob Rafelson                  Jack Nicholson, Jessica Lan...]
